ROUND,TIME UNIT STDEV,FIFO_1,FIFO_2,FIFO_3,FIFO_4,FIFO_5,RR_1,RR_2,RR_3,RR_4,RR_5,SJF_1,SJF_2,SJF_3,SJF_4,SJF_5,PSJF_1,PSJF_2,PSJF_3,PSJF_4,PSJF_5
137,0.012859037043118932,42.79135426695444,1150.282845651451,1092.1802245312551,265.38015185767,54.415071441651165,20.312557692225763,50.25435304528355,69.45322166753678,180.0117059685683,111.23976678457086,75.25788995181834,49.31125632145261,360.6631912186216,635.0660595560119,187.09155512742953,53.95484222940514,679.3435066297461,220.61646584060765,21.817424229271428,259.17696656917644
138,0.04113805475677471,52.57375771237966,2016.7623496584818,287.3449892675055,60.54543748293508,449.08001196096126,29.964979559479094,157.59917512474487,432.9327314953213,166.05162708369605,28.82459267460935,114.23057821791852,359.76506222811577,1270.8703218660823,50.923471994749136,52.28049349422785,203.12311537587246,252.02103086845747,17.406895185529212,368.0572306041548,80.78304277507749
139,0.01635879985080742,86.93790887754317,5086.601677446348,959.4318631356789,117.2492004237129,121.26240731806139,97.083984261051,8.0156097709407,33.26785235027954,1214.9476179184494,671.2236693425779,443.13598364384717,20.077350422802308,618.9211884400146,37.953919428696686,7.237057413065064,40.58324777540605,307.24127326907103,26.241665343495256,50.528457328519345,47.87901419202363
140,0.046090054173621095,55.4346462061408,1694.9364663609076,71.44728326335638,109.29032436588336,290.4946520284717,9.50263121456368,19.085334683992315,698.56871530294,112.9149490292836,95.18103052304367,148.06417527545278,159.58070058750837,102.96146123671711,89.0477400050108,33.06433123473088,247.95312056919147,257.47621249350397,48.602983447521,180.34030331570366,196.08697050033692
141,0.02550222235882596,4.516635916254486,965.4434861761717,206.40165420156606,72.34552508621387,1092.7982103624752,60.56814344191177,671.8461505434112,163.12290867114078,62.44140110078065,149.40142473981203,67.53054864281793,82.40752392834042,504.92227124578295,28.726294574831613,44.4662793586331,197.5414513462934,282.81195165692696,25.465663156493687,28.559149146989657,104.99333312167968
142,0.012842225552032694,121.44175558678324,4445.247166918843,909.9800625759415,19.13765920900464,319.59505628216465,24.97799031147222,62.551978385979126,505.51524869846077,49.4642728210401,68.33321718921604,412.6227090212074,811.4511075844312,234.34389793634483,29.26260412198477,9.931012033020602,385.8884229929683,386.7090637675822,3.3541019662496847,42.899592072652624,169.7545286582953
143,0.006911866101723585,7.162401831787993,172.7939524404717,1509.816308599919,8.580501150865256,257.69250779063907,36.54586159881855,8.04673846971554,165.02878536788666,65.57928679958982,127.48501312479272,91.57715326433771,6.913754406977442,640.4760436581528,194.90715738525356,98.07076526671952,2077.712744823018,407.5466844424084,21.754309917807092,436.44673214494344,20.656718035544756
144,0.015833087166021192,8.390470785361213,1144.7923938426566,132.30673236298836,63.36304127801947,444.16213255972195,27.417147918775214,89.88603896045258,40.956277500117935,69.49203448700331,609.4468803759685,13.896942109687297,18.46889276594566,163.61368371869145,71.56675205708305,20.211382931407737,217.5017241310974,328.7996350362938,129.1012199787438,38.94547470502831,158.48469957696233
145,0.027406295091877458,11.55854662143991,2231.4165344014104,192.65290773082782,36.10055401236939,319.0285477597801,18.436377084449102,144.1370875243426,1330.8555518913388,95.1832818453805,62.660650673745344,275.52200456587855,139.36247701587396,104.73120356417184,139.47329493490858,39.646878817884264,115.11244502659129,371.08031475679223,5.645794895318107,388.0299601834889,59.533184023702276
146,0.02514536221775908,22.57432169523594,2317.7456719838783,226.20029051389704,34.46374907058139,365.5509540406098,39.956226048014095,148.03040228277433,296.4070961813611,909.3117884265157,282.69039096307665,205.22091754984433,199.44397709632648,309.29132706883325,122.8177511600013,59.316945302333295,276.59921366482587,261.6994459298682,39.49525287930184,97.7439256424664,124.41663875864836
147,0.04824117778133953,51.36146415358503,3421.5201482674333,792.4818159247748,58.4786285748905,641.6198251301155,70.71421356417676,270.2258314817442,308.9790985379648,426.7363689345315,475.63513927619533,306.0823010237606,343.87294165141867,385.4807874589861,264.8148409738397,139.03596656980523,469.8364076995311,372.8523836587343,59.968741857737854,89.34343848319249,328.40889147524615
148,0.07345130069986247,121.41293176593669,522.6685134958868,922.1214283224464,164.98333249149746,1088.840635066229,54.03517372971054,498.56870138427263,1375.821088174864,158.2206867457151,685.9555379177283,342.0895350635561,467.02569522457753,1236.0813585682781,463.85773681162203,,,,,,
